name,type,hp,atk,def,spa,spd,spe,weight,height
Vespiquen,Bug,70,80,102,80,102,40,38.5099608,1.1938
Pachirisu,Electric,60,45,70,45,90,95,3.9008912,0.4064
Buizel,Water,55,65,35,60,30,85,29.48348,0.7112
Floatzel,Water,85,105,55,85,50,115,33.520448800000004,1.0922
Cherubi,Grass,45,35,45,62,53,35,3.3112216,0.4064
Cherrim (Overcast Form),Grass,70,60,70,87,78,85,9.298636,0.508
Shellos (West Sea),Water,76,48,48,57,62,34,6.3049288,0.3048
Gastrodon (West Sea),Water,111,83,68,92,82,39,29.8917128,0.889
Ambipom,Normal,75,100,66,60,66,115,20.3209216,1.1938
Drifloon,Ghost,90,50,34,60,44,70,1.1793392,0.4064
Drifblim,Ghost,150,80,44,90,54,80,15.0138952,1.1938
Buneary,Normal,55,66,44,44,56,85,5.4884632,0.4064
Lopunny,Normal,65,76,84,54,96,105,33.293652800000004,1.1938
Mismagius,Ghost,60,60,60,105,105,105,4.3998424,0.889
Honchkrow,Dark,100,125,52,105,52,71,27.3062384,0.889
Glameow,Normal,49,55,42,42,37,85,3.9008912,0.508
Purugly,Normal,71,82,64,64,59,112,43.8169872,0.9906
Chingling,Psychic,45,30,50,65,50,45,0.5896696,0.2032
Stunky,Poison,63,63,47,41,41,74,19.186941599999997,0.4064
Skuntank,Poison,103,93,67,71,61,84,38.0110096,0.9906
Bronzor,Steel,57,24,86,24,86,23,60.5091728,0.508
Bronzong,Steel,67,89,116,79,116,33,187.0159816,1.2954
Bonsly,Rock,50,80,95,10,45,10,15.0138952,0.508
Mime Jr.,Psychic,20,25,45,70,90,60,13.0180904,0.6096
Happiny,Normal,100,5,5,15,65,30,24.4032496,0.6096
Chatot,Normal,76,65,45,92,42,91,1.9050864,0.508
Spiritomb,Ghost,50,92,108,92,108,35,108.0002552,0.9906
Gible,Dragon,58,70,45,40,45,42,20.502358400000002,0.7112
Gabite,Dragon,68,90,65,50,55,82,56.018612,1.397
Garchomp,Dragon,108,130,95,80,85,102,94.9821648,1.905
Munchlax,Normal,135,85,40,40,85,5,105.006548,0.6096
Riolu,Fighting,40,70,40,35,40,60,20.184844,0.7112
Lucario,Fighting,70,110,70,115,70,90,53.977448,1.1938
Hippopotas,Ground,68,72,78,38,42,32,49.4868872,0.7874000000000001
Hippowdon,Ground,108,112,118,68,72,47,300.0057488,2.0066
Skorupi,Poison,40,50,90,30,55,65,12.020188,0.7874000000000001
Drapion,Poison,70,90,110,60,75,95,61.507075199999996,1.2954
Croagunk,Poison,48,61,40,61,40,50,22.9971144,0.7112
Toxicroak,Poison,83,106,65,86,65,85,44.4066568,1.2954
Carnivine,Grass,74,100,72,90,72,46,26.988724,1.397
Finneon,Water,49,49,56,49,61,66,6.9853168,0.4064
Lumineon,Water,69,69,76,69,86,91,23.9950168,1.1938
Mantyke,Water,45,20,50,60,120,50,64.9997336,0.9906
Snover,Grass,60,62,50,62,60,40,50.4847896,0.9906
Abomasnow,Grass,90,92,75,92,85,60,135.48793039999998,2.2098
Weavile,Dark,70,120,65,45,85,125,34.0194,1.0922
Magnezone,Electric,70,70,115,130,90,60,179.9853056,1.1938
Lickilicky,Normal,110,85,95,80,95,50,139.9784912,1.7018
Rhyperior,Ground,115,140,130,55,55,40,282.814612,2.3876
Tangrowth,Grass,100,100,125,110,50,50,128.593332,2.0066
Electivire,Electric,75,123,67,95,85,95,138.61771520000002,1.8034000000000001
Magmortar,Fire,75,95,67,125,95,83,67.9934408,1.6002
Togekiss,Fairy,85,50,95,120,115,80,38.0110096,1.4986000000000002
Yanmega,Bug,86,76,86,116,56,95,51.482692,1.905
Leafeon,Grass,65,110,130,60,65,95,25.4918704,0.9906
Glaceon,Ice,65,60,110,130,95,65,25.9001032,0.7874000000000001
Gliscor,Ground,75,95,125,45,75,95,42.5015704,2.0066
Mamoswine,Ice,110,130,80,70,60,80,290.979268,2.4892
Porygon-Z,Normal,85,80,70,135,75,90,34.0194,0.889
Gallade,Psychic,68,125,65,65,115,80,51.98164319999999,1.6002
Probopass,Rock,60,55,145,75,150,40,340.0125632,1.397
Dusknoir,Ghost,45,100,135,65,135,45,106.59412,2.2098
Froslass,Ice,70,80,70,80,70,110,26.5804912,1.2954
Rotom (Rotom),Electric,50,50,77,95,77,91,0.3175144,0.3048
Uxie,Psychic,75,75,130,75,130,95,0.3175144,0.3048
Mesprit,Psychic,80,105,105,105,105,80,0.3175144,0.3048
Azelf,Psychic,75,125,70,125,70,115,0.3175144,0.3048
Dialga,Steel,100,120,120,150,100,90,683.0188336,5.410200000000001
Palkia,Water,90,120,100,150,120,100,336.0209536,4.191
Heatran,Fire,91,90,106,130,106,77,430.005216,1.7018
Regigigas,Normal,110,160,110,80,110,100,419.9808328,3.7084
Giratina (Altered Forme),Ghost,150,100,120,100,120,90,750.014372,4.4958
Cresselia,Psychic,120,70,120,75,130,85,85.59281039999999,1.4986000000000002
Phione,Water,80,80,80,80,80,80,3.0844256,0.4064
Manaphy,Water,100,100,100,100,100,100,1.4061352,0.3048
Darkrai,Dark,70,90,90,135,90,125,50.4847896,1.4986000000000002
Shaymin (Land Forme),Grass,100,100,100,100,100,100,2.0865232,0.2032
Arceus (Normal),Normal,120,120,120,120,120,120,320.009156,3.2004
Victini,Psychic,100,100,100,100,100,100,3.9916096000000003,0.4064
Snivy,Grass,45,45,55,45,55,63,8.119296799999999,0.6096
Servine,Grass,60,60,75,60,75,83,16.011797599999998,0.7874000000000001
Serperior,Grass,75,75,95,75,95,113,63.003928800000004,3.3020000000000005
Tepig,Fire,65,63,45,45,45,45,9.8883056,0.508
Pignite,Fire,90,93,55,70,55,55,55.519660800000004,0.9906
Emboar,Fire,110,123,65,100,65,65,150.0028744,1.6002
Oshawott,Water,55,55,45,63,45,45,5.896696,0.508
Dewott,Water,75,75,60,83,60,60,24.493968,0.7874000000000001
Samurott,Water,95,100,85,108,70,70,94.61929119999999,1.4986000000000002
Patrat,Normal,45,55,39,35,39,42,11.6119552,0.508
Watchog,Normal,60,85,69,60,69,77,26.988724,1.0922
Lillipup,Normal,45,60,45,25,45,55,4.082328,0.4064
Herdier,Normal,65,80,65,35,65,60,14.6963808,0.889
Stoutland,Normal,85,110,90,45,90,80,61.008124,1.1938
Purrloin,Dark,41,50,37,50,37,66,10.115101600000001,0.4064
Liepard,Dark,64,88,50,88,50,106,37.5120584,1.0922
Pansage,Grass,50,53,48,53,48,64,10.477975200000001,0.6096
Simisage,Grass,75,98,63,98,63,101,30.4813824,1.0922
Pansear,Fire,50,53,48,53,48,64,11.0222856,0.6096
Simisear,Fire,75,98,63,98,63,101,27.986626400000002,0.9906
Panpour,Water,50,53,48,53,48,64,13.5170416,0.6096
Simipour,Water,75,98,63,98,63,101,28.9845288,0.9906
Munna,Psychic,76,25,45,67,55,24,23.314628799999998,0.6096
Musharna,Psychic,116,55,85,107,95,29,60.5091728,1.0922
Pidove,Normal,50,55,50,36,30,43,2.0865232,0.3048
Tranquill,Normal,62,77,62,50,42,65,15.0138952,0.6096
Unfezant,Normal,80,115,80,65,55,93,28.9845288,1.1938
Blitzle,Electric,45,60,32,50,32,76,29.8009944,0.7874000000000001
Zebstrika,Electric,75,100,63,80,63,116,79.5146776,1.6002
Roggenrola,Rock,55,75,85,25,25,15,18.0076024,0.4064
Boldore,Rock,70,105,105,50,40,20,102.0128408,0.889
Gigalith,Rock,85,135,130,60,80,25,259.9989344,1.7018
Woobat,Psychic,65,45,43,55,43,72,2.0865232,0.4064
Swoobat,Psychic,67,57,55,77,55,114,10.477975200000001,0.889
Drilbur,Ground,60,85,40,30,45,68,8.4821704,0.3048
Excadrill,Ground,110,135,60,50,65,88,40.4150472,0.7112
Audino,Normal,103,60,86,60,86,50,30.980333599999998,1.0922
Timburr,Fighting,75,80,55,25,35,35,12.5191392,0.6096
Gurdurr,Fighting,85,105,85,40,50,40,40.0068144,1.1938
Conkeldurr,Fighting,105,140,95,55,65,45,86.9989456,1.397
Tympole,Water,50,50,40,50,40,64,4.4905608,0.508
Palpitoad,Water,75,65,55,65,55,69,17.0097,0.7874000000000001
Seismitoad,Water,105,95,75,85,75,74,62.006026399999996,1.4986000000000002
Throh,Fighting,120,100,85,30,85,45,55.519660800000004,1.2954
Sawk,Fighting,75,125,75,30,75,85,50.9837408,1.397
Sewaddle,Bug,45,53,70,40,60,42,2.4947559999999998,0.3048
Swadloon,Bug,55,63,90,50,80,42,7.302831200000001,0.508
Leavanny,Bug,75,103,80,70,80,92,20.502358400000002,1.1938
Venipede,Bug,30,45,59,30,39,57,5.3070264,0.4064
Whirlipede,Bug,40,55,99,40,79,47,58.513368,1.1938
Scolipede,Bug,60,100,89,55,69,112,200.487664,2.4892
Cottonee,Grass,40,27,60,37,50,66,0.5896696,0.3048
Whimsicott,Grass,60,67,85,77,75,116,6.6224432,0.7112
Petilil,Grass,45,35,50,70,50,30,6.6224432,0.508
Lilligant,Grass,70,60,75,110,75,90,16.283952799999998,1.0922
Basculin (Red-Striped Form),Water,70,92,65,80,55,98,18.0076024,0.9906
Sandile,Ground,50,72,35,35,35,65,15.195332,0.7112
Krokorok,Ground,60,82,45,45,45,74,33.3843712,0.9906
Krookodile,Ground,95,117,80,65,70,92,96.2975816,1.4986000000000002
Darumaka,Fire,70,90,45,15,45,50,37.5120584,0.6096
Darmanitan (Standard Mode),Fire,105,140,55,30,55,95,92.8956416,1.2954
Maractus,Grass,75,86,67,106,67,60,27.986626400000002,0.9906
Dwebble,Bug,50,65,85,35,35,55,14.514944,0.3048
Crustle,Bug,70,105,125,65,75,45,199.98871279999997,1.397
Scraggy,Dark,50,75,70,35,70,48,11.793392,0.6096
Scrafty,Dark,65,90,115,45,115,58,29.982431199999997,1.0922
Sigilyph,Psychic,72,58,80,103,80,97,14.0159928,1.397
Yamask,Ghost,38,30,85,55,65,30,1.4968536,0.508
Cofagrigus,Ghost,58,50,145,95,105,30,76.5209704,1.7018
Tirtouga,Water,54,78,103,53,45,22,16.5107488,0.7112
Carracosta,Water,74,108,133,83,65,32,81.0115312,1.1938
Archen,Rock,55,112,45,74,45,70,9.480072799999999,0.508
Archeops,Rock,75,140,65,112,65,110,31.978236,1.397
Trubbish,Poison,50,50,62,40,62,65,30.980333599999998,0.6096
Garbodor,Poison,80,95,82,60,82,75,107.31986719999999,1.905
Zorua,Dark,40,65,40,80,40,65,12.5191392,0.7112
Zoroark,Dark,60,105,60,120,60,105,81.10224960000001,1.6002
Minccino,Normal,55,50,40,40,40,75,5.8059776,0.4064
Cinccino,Normal,75,95,60,65,60,115,7.484268,0.508
Gothita,Psychic,45,30,50,55,65,45,5.8059776,0.4064
Gothorita,Psychic,60,45,70,75,85,55,18.0076024,0.7112
Gothitelle,Psychic,70,55,95,95,110,65,43.998424,1.4986000000000002
Solosis,Psychic,45,30,40,105,50,20,0.9979024000000001,0.3048
Duosion,Psychic,65,40,50,125,60,30,7.983219200000001,0.6096
Reuniclus,Psychic,110,65,75,125,85,30,20.094125599999998,0.9906
Ducklett,Water,62,44,50,44,50,55,5.4884632,0.508
Swanna,Water,75,87,63,87,63,98,24.2218128,1.2954
Vanillite,Ice,36,50,50,65,60,44,5.7152592,0.4064
Vanillish,Ice,51,65,65,80,75,59,41.004716800000004,1.0922
Vanilluxe,Ice,71,95,85,110,95,79,57.5154656,1.2954
Deerling (Spring Form),Normal,60,60,50,40,50,75,19.504456,0.6096
Sawsbuck (Spring Form),Normal,80,100,70,60,70,95,92.4874088,1.905
Emolga,Electric,55,75,60,75,60,103,4.9895119999999995,0.4064
Karrablast,Bug,50,75,45,40,45,60,5.896696,0.508
Escavalier,Bug,70,135,105,60,105,20,33.0214976,0.9906
Foongus,Grass,69,55,45,55,55,15,0.9979024000000001,0.2032
Amoonguss,Grass,114,85,70,85,80,30,10.477975200000001,0.6096
Frillish,Water,55,40,50,65,85,40,33.0214976,1.1938
Jellicent,Water,100,60,70,85,105,60,134.98897920000002,2.2098
Alomomola,Water,165,75,80,40,45,65,31.615362400000002,1.1938
Joltik,Bug,50,47,50,57,50,65,0.5896696,0.1016
Galvantula,Bug,70,77,60,97,60,108,14.288148,0.7874000000000001
Ferroseed,Grass,44,50,91,24,86,10,18.7787088,0.6096
Ferrothorn,Grass,74,94,131,54,116,20,109.99606,0.9906
Klink,Steel,40,55,70,45,60,30,21.0013096,0.3048
Klang,Steel,60,80,95,70,85,50,50.9837408,0.6096
Klinklang,Steel,60,100,115,70,85,90,81.0115312,0.6096
Tynamo,Electric,35,55,40,45,40,60,0.3175144,0.2032
Eelektrik,Electric,65,85,70,75,70,40,21.999212,1.1938
Eelektross,Electric,85,115,80,105,80,50,80.51258,2.1082
Elgyem,Psychic,55,55,55,85,55,30,8.9811216,0.508
Beheeyem,Psychic,75,75,75,125,95,40,34.5183512,0.9906
Litwick,Ghost,50,30,55,65,55,20,3.0844256,0.3048
Lampent,Ghost,60,40,60,95,60,55,13.0180904,0.6096
Chandelure,Ghost,60,55,90,145,90,80,34.2915552,0.9906
Axew,Dragon,46,87,60,30,40,57,18.0076024,0.6096
Fraxure,Dragon,66,117,70,40,50,67,36.0152048,0.9906
Haxorus,Dragon,76,147,90,60,70,97,105.5054992,1.8034000000000001
Cubchoo,Ice,55,70,40,60,40,40,8.4821704,0.508
Beartic,Ice,95,130,80,70,80,50,259.9989344,2.5908
Cryogonal,Ice,80,50,50,95,135,105,148.0070696,1.0922
Shelmet,Bug,50,40,85,40,65,25,7.711064,0.4064
Accelgor,Bug,80,70,40,100,60,145,25.3104336,0.7874000000000001
Stunfisk,Ground,109,66,84,81,99,32,11.0222856,0.7112
Mienfoo,Fighting,45,85,50,55,50,65,20.0034072,0.889
Mienshao,Fighting,65,125,60,95,60,105,35.5162536,1.397
Druddigon,Dragon,77,120,90,60,90,48,138.9805888,1.6002
Golett,Ground,59,74,50,35,50,35,91.9884576,0.9906
Golurk,Ground,89,124,80,55,80,55,329.98818,2.794
Pawniard,Dark,45,85,70,40,40,60,10.20582,0.508
Bisharp,Dark,65,125,100,60,70,70,69.9892456,1.6002
Bouffalant,Normal,95,110,95,40,95,55,94.61929119999999,1.6002
Rufflet,Normal,70,83,50,37,50,60,10.477975200000001,0.508
Braviary,Normal,100,123,75,57,75,80,41.004716800000004,1.4986000000000002
Vullaby,Dark,70,55,75,45,65,60,8.9811216,0.508
Mandibuzz,Dark,110,65,105,55,95,80,39.507863199999996,1.1938
Heatmor,Fire,85,97,66,105,66,65,58.0144168,1.397
Durant,Bug,58,109,112,48,48,109,33.0214976,0.3048
Deino,Dark,52,65,50,45,50,38,17.2818552,0.7874000000000001
Zweilous,Dark,72,85,70,65,70,58,49.9858384,1.397
Hydreigon,Dark,92,105,90,125,90,98,159.9818984,1.8034000000000001
Larvesta,Bug,55,85,55,50,55,60,28.803092,1.0922
Volcarona,Bug,85,60,65,135,105,100,45.9942288,1.6002
Cobalion,Steel,91,90,129,90,72,108,250.01991040000001,2.1082
Terrakion,Rock,91,129,90,72,90,108,259.9989344,1.905
Virizion,Grass,91,90,72,90,129,108,199.98871279999997,2.0066
Tornadus (Incarnate Forme),Flying,79,115,70,125,80,111,63.003928800000004,1.4986000000000002
Thundurus (Incarnate Forme),Electric,79,115,70,125,80,111,61.008124,1.4986000000000002
Reshiram,Dragon,100,120,100,150,120,90,329.98818,3.2004
Zekrom,Dragon,100,150,120,120,100,90,345.0020752,2.8956
Landorus (Incarnate Forme),Ground,89,125,90,115,80,101,67.9934408,1.4986000000000002
Kyurem (Kyurem),Dragon,125,130,90,130,90,95,324.998668,2.9972000000000003
Keldeo (Ordinary Form),Water,91,72,90,129,90,108,48.488984800000004,1.397
Meloetta (Aria Forme),Normal,100,77,77,128,128,90,6.4863656,0.6096
Genesect (Genesect),Bug,71,120,95,120,95,99,82.5083848,1.4986000000000002
Chespin,Grass,56,61,65,48,45,38,8.9811216,0.4064
Quilladin,Grass,61,78,95,56,58,57,28.9845288,0.7112
Chesnaught,Grass,88,107,122,74,75,64,89.9926528,1.6002
Fennekin,Fire,40,45,40,62,60,60,9.3893544,0.4064
Braixen,Fire,59,59,58,90,70,73,14.514944,0.9906
Delphox,Fire,75,69,72,114,100,104,39.008912,1.4986000000000002
Froakie,Water,41,56,40,62,44,71,6.9853168,0.3048
Frogadier,Water,54,63,52,83,56,97,10.886208,0.6096
Greninja,Water,72,95,67,103,71,122,40.0068144,1.4986000000000002
Bunnelby,Normal,38,36,38,32,36,57,4.9895119999999995,0.4064
Diggersby,Normal,85,56,77,50,77,78,42.410852,0.9906
Fletchling,Normal,45,50,43,40,38,62,1.6782904,0.3048
Fletchinder,Fire,62,73,55,56,52,84,16.011797599999998,0.7112
Talonflame,Fire,78,81,71,74,69,126,24.493968,1.1938
Scatterbug,Bug,38,35,40,27,25,35,2.4947559999999998,0.3048
Spewpa,Bug,45,22,60,27,30,29,8.391452,0.3048
Vivillon (Icy Snow Pattern),Bug,80,52,50,90,50,89,17.0097,1.1938
Litleo,Fire,62,50,58,73,54,72,13.5170416,0.6096
Pyroar,Fire,86,68,72,109,66,106,81.5104824,1.4986000000000002
Flabébé (Red Flower),Fairy,44,38,39,61,79,42,0.0907184,0.1016
Floette (Red Flower),Fairy,54,45,47,75,98,52,0.907184,0.2032
Florges (Red Flower),Fairy,78,65,68,112,154,75,9.979023999999999,1.0922
Skiddo,Grass,66,65,48,62,57,52,30.980333599999998,0.889
Gogoat,Grass,123,100,62,97,81,68,90.9905552,1.7018
Pancham,Dark,67,82,62,46,48,43,7.983219200000001,0.6096
Pangoro,Dark,95,124,78,69,71,58,135.9868816,2.1082
Furfrou (Natural Form),Normal,75,80,60,65,90,102,27.986626400000002,1.1938
Espurr,Psychic,62,48,54,63,60,68,3.4926584,0.3048
Meowstic (Male),Psychic,74,48,76,83,81,104,8.4821704,0.6096
Honedge,Steel,45,80,100,35,37,28,1.9958048000000002,0.7874000000000001
Doublade,Steel,59,110,150,45,49,35,4.4905608,0.7874000000000001
Aegislash (Shield Forme),Steel,60,50,150,50,150,60,52.9795456,1.7018
Spritzee,Fairy,78,52,60,63,65,23,0.49895120000000004,0.2032
Aromatisse,Fairy,101,72,72,99,89,29,15.5128464,0.7874000000000001
Swirlix,Fairy,62,48,66,59,57,49,3.4926584,0.4064
Slurpuff,Fairy,82,80,86,85,75,72,4.9895119999999995,0.7874000000000001
Inkay,Dark,53,54,53,37,46,45,3.4926584,0.4064
Malamar,Dark,86,92,88,68,75,73,46.992131199999996,1.4986000000000002
Binacle,Rock,42,52,67,39,56,50,30.980333599999998,0.508
Barbaracle,Rock,72,105,115,54,86,68,95.9800672,1.2954
Skrelp,Poison,50,60,60,60,60,30,7.302831200000001,0.508
Dragalge,Poison,65,75,90,97,123,44,81.5104824,1.8034000000000001
Clauncher,Water,50,53,62,58,63,44,8.300733600000001,0.508
Clawitzer,Water,71,73,88,120,89,59,35.2894576,1.2954
Helioptile,Electric,44,38,33,61,43,70,5.9874144,0.508
Heliolisk,Electric,62,55,52,109,94,109,21.0013096,0.9906
Tyrunt,Rock,58,89,77,45,45,48,25.990821599999997,0.7874000000000001
Tyrantrum,Rock,82,121,119,69,59,71,269.97795840000003,2.4892
Amaura,Rock,77,59,50,67,63,46,25.2197152,1.2954
Aurorus,Rock,123,77,72,99,92,58,224.981632,2.6924
Sylveon,Fairy,95,65,65,110,130,60,23.496065599999998,0.9906
Hawlucha,Fighting,78,92,75,74,63,118,21.5002608,0.7874000000000001
Dedenne,Electric,67,58,57,81,67,101,2.2226008,0.2032
Carbink,Rock,50,50,150,50,150,50,5.7152592,0.3048
Goomy,Dragon,45,50,35,55,75,40,2.8122704,0.3048
Sliggoo,Dragon,68,75,53,83,113,60,17.5086512,0.7874000000000001
Goodra,Dragon,90,100,70,110,150,80,150.5018256,2.0066
Klefki,Steel,57,80,91,80,87,75,2.9937072,0.2032
Phantump,Ghost,43,70,48,50,60,38,6.9853168,0.4064
Trevenant,Ghost,85,110,76,65,82,56,70.987148,1.4986000000000002
Pumpkaboo (Average Size),Ghost,49,66,70,44,55,51,4.9895119999999995,0.4064
Gourgeist (Average Size),Ghost,65,90,122,58,75,84,12.5191392,0.889
Bergmite,Ice,55,69,85,32,35,28,99.5180848,0.9906
Avalugg,Ice,95,117,184,44,46,28,504.98397359999996,2.0066
Noibat,Flying,40,30,35,45,40,55,7.983219200000001,0.508
Noivern,Flying,85,70,80,97,80,123,85.0031408,1.4986000000000002
Xerneas (Neutral Mode),Fairy,126,131,95,131,98,99,215.002608,2.9972000000000003
Yveltal,Dark,126,131,95,131,98,99,202.98242,5.7912
Zygarde (50% Forme),Dragon,108,100,121,81,95,95,304.9952608,5.003800000000001
Diancie,Rock,50,100,150,100,150,50,8.7996848,0.7112
Hoopa (Hoopa Confined),Psychic,80,110,60,150,130,70,8.9811216,0.508
Volcanion,Fire,80,110,120,130,90,70,194.99920079999998,1.7018
Rowlet,Grass,68,55,55,50,50,42,1.4968536,0.3048
Dartrix,Grass,78,75,75,70,70,52,16.011797599999998,0.7112
Decidueye,Grass,78,107,75,100,100,70,36.6048744,1.6002
Litten,Fire,45,65,40,60,40,70,4.309124,0.4064
Torracat,Fire,65,85,50,80,50,90,24.9929192,0.7112
Incineroar,Fire,95,115,90,80,90,60,83.007336,1.8034000000000001
Popplio,Water,50,54,54,66,56,40,7.484268,0.4064
Brionne,Water,60,69,69,91,81,50,17.5086512,0.6096
Primarina,Water,80,74,74,126,116,60,43.998424,1.8034000000000001
Pikipek,Normal,35,75,30,30,30,65,1.1793392,0.3048
Trumbeak,Normal,55,85,50,40,50,75,14.7870992,0.6096
Toucannon,Normal,80,120,75,75,75,60,25.990821599999997,1.0922
Yungoos,Normal,48,70,30,30,30,45,5.9874144,0.4064
Gumshoos,Normal,88,110,60,55,60,45,14.1974296,0.7112
Grubbin,Bug,47,62,45,55,45,46,4.3998424,0.4064
Charjabug,Bug,57,82,95,55,75,36,10.477975200000001,0.508
Vikavolt,Bug,77,70,90,145,75,43,44.9963264,1.4986000000000002
Crabrawler,Fighting,47,82,57,42,47,63,6.9853168,0.6096
Crabominable,Fighting,97,132,77,62,67,43,179.9853056,1.7018
Oricorio (Baile Style),Fire,75,70,70,98,70,93,3.4019399999999997,0.6096
Cutiefly,Bug,40,45,40,55,40,84,0.1814368,0.1016
Ribombee,Bug,60,55,60,95,70,124,0.49895120000000004,0.2032
Rockruff,Rock,45,65,40,30,40,60,9.2079176,0.508
Lycanroc (Midday Form),Rock,75,115,65,55,65,112,24.9929192,0.7874000000000001
Wishiwashi (Solo Form),Water,45,20,20,25,25,40,0.3175144,0.2032
Mareanie,Poison,50,53,62,43,52,45,7.983219200000001,0.4064
Toxapex,Poison,50,63,152,53,142,35,14.514944,0.7112
Mudbray,Ground,70,100,70,45,55,45,109.99606,0.9906
Mudsdale,Ground,100,125,100,55,85,35,920.0206536,2.4892
Dewpider,Water,38,40,52,40,72,27,3.9916096000000003,0.3048
Araquanid,Water,68,70,92,50,132,42,82.00943360000001,1.8034000000000001
Fomantis,Grass,40,55,35,50,35,35,1.4968536,0.3048
Lurantis,Grass,70,105,90,80,90,45,18.5065536,0.889
Morelull,Grass,40,35,55,65,75,15,1.4968536,0.2032
Shiinotic,Grass,60,45,80,90,100,30,11.521236799999999,0.9906
Salandit,Poison,48,44,40,71,40,77,4.8080752,0.6096
Salazzle,Poison,68,64,60,111,60,117,22.1806488,1.1938
Stufful,Normal,70,75,50,45,50,50,6.8038799999999995,0.508
Bewear,Normal,120,125,80,55,60,60,134.98897920000002,2.1082
Bounsweet,Grass,42,30,38,30,38,32,3.2205032,0.3048
Steenee,Grass,52,40,48,40,48,62,8.2100152,0.7112
Tsareena,Grass,72,120,98,50,98,72,21.4095424,1.1938
Comfey,Fairy,51,52,90,82,110,100,0.3175144,0.1016
Oranguru,Normal,90,60,80,90,110,60,76.0220192,1.4986000000000002
Passimian,Fighting,100,120,90,40,60,80,82.78054,2.0066
Wimpod,Bug,25,35,40,20,30,80,12.020188,0.508
Golisopod,Bug,75,125,140,60,90,40,108.0002552,2.0066
Sandygast,Ghost,55,55,80,70,45,15,69.9892456,0.508
Palossand,Ghost,85,75,110,100,75,35,250.01991040000001,1.2954
Pyukumuku,Water,55,60,130,30,130,5,1.1793392,0.3048
Type: Null,Normal,95,95,95,95,95,59,120.5193944,1.905
Silvally (Type: Normal),Normal,95,95,95,95,95,95,100.5159872,2.3114
Minior (Meteor Form),Rock,60,60,100,60,100,60,40.0068144,0.3048
Komala,Normal,65,115,65,75,95,65,19.912688799999998,0.4064
Turtonator,Fire,60,78,135,91,85,36,212.0089008,2.0066
Togedemaru,Electric,65,98,63,40,73,96,3.3112216,0.3048
Mimikyu (Disguised Form),Ghost,55,90,80,50,105,96,0.680388,0.2032
Bruxish,Water,68,105,70,70,70,92,19.0055048,0.889
Drampa,Normal,78,60,85,135,91,36,185.0201768,2.9972000000000003
Dhelmise,Ghost,70,131,100,86,90,40,210.013096,3.9116000000000004
Jangmo-o,Dragon,45,55,65,45,45,45,29.710276,0.6096
Hakamo-o,Dragon,55,75,90,65,70,65,46.992131199999996,1.1938
Kommo-o,Dragon,75,110,125,100,105,85,78.1992608,1.6002
Tapu Koko,Electric,70,115,85,95,75,130,20.502358400000002,1.8034000000000001
Tapu Lele,Psychic,70,85,75,130,115,95,18.597272,1.1938
Tapu Bulu,Grass,70,130,115,85,95,75,45.4952776,1.905
Tapu Fini,Water,70,75,115,95,130,85,21.182746400000003,1.2954
Cosmog,Psychic,43,29,31,29,31,37,0.0907184,0.2032
Cosmoem,Psychic,43,29,131,29,131,37,999.8982048,0.1016
Solgaleo,Psychic,137,137,107,113,89,97,230.01650320000002,3.4036
Lunala,Psychic,137,113,89,137,107,97,120.0204432,3.9878000000000005
Nihilego,Rock,109,53,47,127,131,103,55.519660800000004,1.1938
Buzzwole,Bug,107,139,139,53,53,79,333.616916,2.3876
Pheromosa,Bug,71,137,37,137,37,151,24.9929192,1.8034000000000001
Xurkitree,Electric,83,89,71,173,71,83,100.017036,3.81
Celesteela,Steel,97,101,103,107,101,61,999.8982048,9.1948
Kartana,Grass,59,181,131,59,31,109,0.0907184,0.3048
Guzzlord,Dark,223,101,53,97,53,43,887.9970584,5.5118
Necrozma,Psychic,97,107,101,127,89,79,230.01650320000002,2.3876
Magearna,Steel,80,95,115,130,115,65,80.51258,0.9906
Marshadow,Fighting,90,125,80,90,90,125,22.1806488,0.7112
Venusaur (Mega Venusaur),Grass,80,100,123,122,120,80,155.4913376,2.3876
Charizard (Mega Charizard X),Fire,78,130,111,130,85,100,110.4950112,1.7018
Charizard (Mega Charizard Y),Fire,78,104,78,159,115,100,100.5159872,1.7018
Blastoise (Mega Blastoise),Water,79,103,120,135,115,78,101.1056568,1.6002
Beedrill (Mega Beedrill),Bug,65,150,40,15,80,145,40.5057656,1.397
Pidgeot (Mega Pidgeot),Normal,83,80,80,135,80,121,50.4847896,2.2098
Rattata (Alola Form),Dark,30,56,35,25,35,72,3.8101728,0.3048
Raticate (Alola Form),Dark,75,71,70,40,80,77,25.4918704,0.7112
Raticate (1),Dark,75,71,70,40,80,77,25.4918704,0.7112
Pikachu (Original Cap),Electric,35,55,40,50,50,90,5.9874144,0.4064
Pikachu (Hoenn Cap),Electric,35,55,40,50,50,90,5.9874144,0.4064
Pikachu (Sinnoh Cap),Electric,35,55,40,50,50,90,5.9874144,0.4064
Pikachu (Unova Cap),Electric,35,55,40,50,50,90,5.9874144,0.4064
Pikachu (Kalos Cap),Electric,35,55,40,50,50,90,5.9874144,0.4064
Pikachu (Alola Cap),Electric,35,55,40,50,50,90,5.9874144,0.4064
Raichu (Alola Form),Electric,60,85,50,95,85,110,21.0013096,0.7112
Sandshrew (Alola Form),Ice,50,75,90,10,35,40,40.0068144,0.7112
